Key,Description,Standard,Chinese,TraditionalChinese,English
SAY.zhangdaye.138.看车张大爷,,不去努力工作搞生产，就爱旁门左道走捷径。,不去努力工作搞生产，就爱旁门左道走捷径。,不去努力工作搞生產，就愛旁門左道走捷徑。,Don't wanna work hard and be productive， always looking for shortcuts.
SAY.zhangdaye.23.看车张大爷,,上回交班遛弯的时候，看见那个仔啦。,上回交班遛弯的时候，看见那个仔啦。,上回交班遛彎的時候，看見那個仔啦。,Last time when I got off work I saw that kid when I was walking around.
SAY.zhangdaye.127.看车张大爷,,站在供销社门口，头发长长的，不伦不类。,站在供销社门口，头发长长的，不伦不类。,站在供銷社門口，頭髮長長的，不倫不類。,Just loitering， long hair， so unkempt.
SAY.zhangdaye.128.看车张大爷,,论天咬着根烟，看见他我就牙火。,论天咬着根烟，看见他我就牙火。,論天咬著根煙，看見他我就牙火。,Smokes all day， annoys me when I see them.
SAY.zhangdaye.129.看车张大爷,,我都想过去问他，几时来拿回他的工具？,我都想过去问他，几时来拿回他的工具？,我都想過去問他，幾時來拿回他的工具？,I wanted to ask them， “When are you coming back for the tools?”
SAY.zhangdaye.24.看车张大爷,,这围墙就应该建高点，再整点铁丝网。,这围墙就应该建高点，再整点铁丝网。,這圍牆就應該建高點，再整點鐵絲網。,The wall should be taller， then add some barbed wire.
SAY.zhangdaye.25.看车张大爷,,现在这么矮，不就等于叫人家来爬？,现在这么矮，不就等于叫人家来爬？,現在這麼矮，不就等於叫人家來爬？,Right now it's so low， just asking to be climbed.
SAY.zhangdaye.77.看车张大爷,,别看我上了岁数，头发白完了。,别看我上了岁数，头发白完了。,別看我上了歲數，頭髮白完了。,Don't look at my white hair and old age.
SAY.zhangdaye.133.看车张大爷,,东西交给我，丢不了，不管什么东西。,东西交给我，丢不了，不管什么东西。,東西交給我，丟不了，不管什麼東西。,If you let me hang on to something I won't lose it， no matter what.
SAY.lufuren.18.老陆,,哥啊，我平时爱讲话。,哥啊，我平时爱讲话。,哥啊，我平時愛講話。,Lemme tell you， I love to talk.
SAY.lufuren.30.老陆,,但是只有你这么认真听我讲了这么久。,但是只有你这么认真听我讲了这么久。,但是只有你這麼認真聽我講了這麼久。,But you're the only one who listens to me talk.
SAY.lufuren.31.老陆,,以后如果你来买东西，我给你特惠价。,以后如果你来买东西，我给你特惠价。,以後如果你來買東西，我給你特惠價。,So in the future， I'll give you discounts for anything you buy.
SAY.lufuren.29.老陆,,买机子吗？还是来玩？,买机子吗？还是来玩？,買機子嗎？還是來玩？,Buying something? Or just here to play?
SAY.lufuren.32.老陆,,插黄卡的五百块一台，插黑卡的一千三。,插黄卡的五百块一台，插黑卡的一千三。,插黃卡的五百塊一臺，插黑卡的一千三。,Yellow ones are 500 each， the black ones are 1300.
SAY.lufuren.33.老陆,,还有这种学习机，也是插黄卡的，便宜一点。,还有这种学习机，也是插黄卡的，便宜一点。,還有這種學習機，也是插黃卡的，便宜一點。,This learning one here is also a yellow one， cheaper.
SAY.lufuren.34.老陆,,又可以玩游戏，又可以学打字，还送一张卡。,又可以玩游戏，又可以学打字，还送一张卡。,又可以玩遊戲，又可以學打字，還送一張卡。,You can play games and learn to type， I'll give you an extra cartridge too.
SAY.lufuren.35.老陆,,黄色的卡，三十一饼，也有五十一饼的。,黄色的卡，三十一饼，也有五十一饼的。,黃色的卡，三十一餅，也有五十一餅的。,The yellow ones， some are 30 some are 50.
SAY.lufuren.36.老陆,,五十的游戏好玩点。,五十的游戏好玩点。,五十的遊戲好玩點。,The 50 ones are a bit more fun.
SAY.lufuren.37.老陆,,这几饼卖一百七十。,这几饼卖一百七十。,這幾餅賣一百七十。,These are 170.
SAY.lufuren.38.老陆,,可以保存进度，断电了也可以继续玩。,可以保存进度，断电了也可以继续玩。,可以保存進度，斷電了也可以繼續玩。,You can save them， can keep playing even if you lose power.
SAY.lufuren.39.老陆,,或者旧的卡你玩腻了，加点钱换张别的也得。,或者旧的卡你玩腻了，加点钱换张别的也得。,或者舊的卡你玩膩了，加點錢換張別的也得。,Or if get tired of the older ones you can trade it in.
SAY.lufuren.40.老陆,,那种掌机也一样，你买一张卡就得了。,那种掌机也一样，你买一张卡就得了。,那種掌機也一樣，你買一張卡就得了。,The ones for handhelds are the same， just buy a catridge with it.
SAY.lufuren.41.老陆,,不想玩就加钱换张你喜欢的。,不想玩就加钱换张你喜欢的。,不想玩就加錢換張你喜歡的。,You can trade those in too.
SAY.lufuren.42.老陆,,掌机晚上也可以玩的，就是要买个灯。,掌机晚上也可以玩的，就是要买个灯。,掌機晚上也可以玩的，就是要買個燈。,You can play the handheld at night too， just need to buy a light.
SAY.lufuren.43.老陆,,把垫片插到电池盒里面才能用。,把垫片插到电池盒里面才能用。,把墊片插到電池盒裏面才能用。,It attaches on， but you need batteries for it.
SAY.lufuren.44.老陆,,年底我搞台电脑过来。,年底我搞台电脑过来。,年底我搞臺電腦過來。,I'm going to get a computer at the end of the year.
SAY.lufuren.45.老陆,,电脑的游戏也蛮爽的。,电脑的游戏也蛮爽的。,電腦的遊戲也蠻爽的。,The computer games are pretty good too.
SAY.lufuren.47.老陆,,看过《三国演义》咩？,看过《三国演义》咩？,看過《三國演義》咩？,Have you seen “Romance of the Three Kingdoms”?
SAY.lufuren.48.老陆,,过几天我进货回来一个新的三国游戏。,过几天我进货回来一个新的三国游戏。,過幾天我進貨回來一個新的三國遊戲。,I'm importing a new Three Kingdoms game.
SAY.lufuren.70.老陆,,可以让不同势力的武将帮同一个老板打工。,可以让不同势力的武将帮同一个老板打工。,可以讓不同勢力的武將幫同一個老闆打工。,You can get various generals from all factions to work for you.
SAY.lufuren.50.老陆,,来店里面玩的话，最近降价了。,来店里面玩的话，最近降价了。,來店裏面玩的話，最近降價了。,If you want to play here I lowered the prices.
SAY.lufuren.51.老陆,,黄卡一小时2块钱，黑卡一小时3块钱。,黄卡一小时2块钱，黑卡一小时3块钱。,黃卡一小時2塊錢，黑卡一小時3塊錢。,2 dollars an hour for the yellow catridges， 3 for the black ones.
SAY.lufuren.53.老陆,,整个芷滨镇的小娃仔，来打游戏的就这两个。,整个芷滨镇的小娃仔，来打游戏的就这两个。,整個芷濱鎮的小娃仔，來打遊戲的就這兩個。,In all of Zhibin only these two kids come play.
SAY.lufuren.54.老陆,,他们家长算是管得比较宽松了。,他们家长算是管得比较宽松了。,他們家長算是管得比較寬鬆了。,Their parents aren't as strict.
SAY.lufuren.56.老陆,,以前我家会上山采药，再拿回来研磨、炮制。,以前我家会上山采药，再拿回来研磨、炮制。,以前我家會上山采藥，再拿回來研磨、炮製。,When I was young I used to go forage for herbs to grind and mix.
SAY.lufuren.57.老陆,,后来不干了，就留下了这个研钵。,后来不干了，就留下了这个研钵。,後來不幹了，就留下了這個研缽。,I still have this mortar and pestle even though I don't do it anymore.
SAY.lufuren.71.老陆,,摆在这里，看起来像个迫击炮。,摆在这里，看起来像个迫击炮。,擺在這裏，看起來像個迫擊炮。,I put it here because it looks like a cannon.
SAY.lufuren.59.老陆,,想买个录像机，音影店那个仔又不肯便宜点。,想买个录像机，音影店那个仔又不肯便宜点。,想買個錄影機，音影店那個仔又不肯便宜點。,I wanted to buy a camcorder， but the aren't willing to haggle the price.
SAY.lufuren.60.老陆,,干脆过段时间托人带台水货算了。,干脆过段时间托人带台水货算了。,乾脆過段時間托人帶臺水貨算了。,Figured I might as well wait then ask someone to bring me cheap one.
SAY.lufuren.62.老陆,,现在流行的游戏主机，就是黄卡的和黑卡的。,现在流行的游戏主机，就是黄卡的和黑卡的。,現在流行的遊戲主機，就是黃卡的和黑卡的。,The popular games now are the yellow and black cartridges.
SAY.lufuren.63.老陆,,掌机也偏贵了，卖的店少点。,掌机也偏贵了，卖的店少点。,掌機也偏貴了，賣的店少點。,The handhelds are a bit expensive， fewer stores sell them.
SAY.lufuren.72.老陆,,但其实这些都已经属于上个世代的产品了。,但其实这些都已经属于上个世代的产品了。,但其實這些都已經屬於上個世代的產品了。,But these are actually the previous generation of games.
SAY.lufuren.73.老陆,,新一代的那两台，国内没有普及起来。,新一代的那两台，国内没有普及起来。,新一代的那兩臺，國內沒有普及起來。,The new generation hasn't started to get popular here yet.
SAY.lufuren.74.老陆,,下一代马上又要出了。,下一代马上又要出了。,下一代馬上又要出了。,And the next generation is coming too.
SAY.lufuren.75.老陆,,游戏产业发展真快啊。,游戏产业发展真快啊。,遊戲產業發展真快啊。,The game industry is developing fast.
SAY.lufuren.65.老陆,,你喜欢看金大师的小说咩？,你喜欢看金大师的小说咩？,你喜歡看金大師的小說咩？,Do you like Master Jin's novels?
SAY.lufuren.66.老陆,,有一款游戏，把十四部小说的人物放一起了！,有一款游戏，把十四部小说的人物放一起了！,有一款遊戲，把十四部小說的人物放一起了！,There's a game that put all the characters in all fourteen of his books into one game!
SAY.lufuren.68.老陆,,家里想给我介绍对象，好几回了。,家里想给我介绍对象，好几回了。,家裏想給我介紹對象，好幾回了。,My family wanted to introduce someone to me， many times.
SAY.lufuren.69.老陆,,人家听见是卖游戏的，马上拒绝。,人家听见是卖游戏的，马上拒绝。,人家聽見是賣遊戲的，馬上拒絕。,Once someone hears I sell games， they reject me.
SAY.lufuren.76.老陆,,不懂啦，我做错什么，没偷没抢的。,不懂啦，我做错什么，没偷没抢的。,不懂啦，我做錯什麼，沒偷沒搶的。,I don't understand， I didn't do anything wrong， I don't steal， or rob.
SAY.lufuren.77.老陆,,游戏是什么十恶不赦的东西吗？,游戏是什么十恶不赦的东西吗？,遊戲是什麼十惡不赦的東西嗎？,Are games really that evil?
SAY.zhangpopo.70.果园张婆婆,,我亲家劝我去楼房住。,我亲家劝我去楼房住。,我親家勸我去樓房住。,My in laws tried to convince me to move to an apartment.
SAY.zhangpopo.73.果园张婆婆,,五楼这么高！,五楼这么高！,五樓這麼高！,Fifth Floor!
SAY.zhangpopo.74.果园张婆婆,,五楼！,五楼！,五樓！,FIFTH!
SAY.zhangpopo.75.果园张婆婆,,哪样上去！,哪样上去！,哪樣上去！,How am I supposed to get up there?
SAY.zhangpopo.76.果园张婆婆,,爬到我脚都软！,爬到我脚都软！,爬到我腳都軟！,My legs will be sore!
SAY.zhangpopo.77.果园张婆婆,,五楼太高了，黄金铺楼梯我都不想上去。,五楼太高了，黄金铺楼梯我都不想上去。,五樓太高了，黃金鋪樓梯我都不想上去。,Fifth floor is too high， I won't go even if the stairs were made of gold.
SAY.zhangpopo.79.果园张婆婆,,楼房是女婿买的。,楼房是女婿买的。,樓房是女婿買的。,My son in law bought an apartment.
SAY.zhangpopo.84.果园张婆婆,,亲家担心我不去，邻居会笑他。,亲家担心我不去，邻居会笑他。,親家擔心我不去，鄰居會笑他。,They worry if I don't go， the neighbors will make fun of them.
SAY.zhangpopo.85.果园张婆婆,,讲他对岳母娘不好。,讲他对岳母娘不好。,講他對岳母娘不好。,And say they aren't good to their in laws.
SAY.zhangpopo.86.果园张婆婆,,不会的！没有这种事！,不会的！没有这种事！,不會的！沒有這種事！,No way! No such thing!
SAY.zhangpopo.81.果园张婆婆,,五楼，不行。,五楼，不行。,五樓，不行。,Fifth floor， nope.
SAY.zhangpopo.83.果园张婆婆,,我自己家住得习惯。,我自己家住得习惯。,我自己家住得習慣。,I am used to living in my own home.
SAY.zhangpopo.87.果园张婆婆,,不想去五楼。,不想去五楼。,不想去五樓。,I'm not living on the fifth floor.
SAY.liwei.95.建材老板立伟,,……,……,……,……
SAY.liwei.98.建材老板立伟,,有事吗？,有事吗？,有事嗎？,Can I help you?
SAY.liwei.99.建材老板立伟,,莫站我门口。,莫站我门口。,莫站我門口。,Don't stand in my doorway.
SAY.liwei.100.建材老板立伟,,影响我做生意。,影响我做生意。,影響我做生意。,Affects business.
SAY.gexi.29.葛喜,,我最近在准备我外婆的九十五岁大寿。,我最近在准备我外婆的九十五岁大寿。,我最近在準備我外婆的九十五歲大壽。,I'm preparing my Grandma's 95th birthday!
