Key,Description,Standard,Chinese,TraditionalChinese
SAY.chapterFlow03.5671.韦家乐,,有点东西，可能跟不上潮流了。,Some things can't keep up with the times.,Some things can't keep up with the times.
SAY.chapterFlow03.5672.韦家乐,,但是不应该消失的。,But they shouldn't disappear.,But they shouldn't disappear.
SAY.chapterFlow03.5352.领导,,同志，来学习嘛？,Comrade， come to learn?,Comrade， come to learn?
SAY.chapterFlow03.5353.领导,,怎么现在才到咧？,What took you so long?,What took you so long?
SAY.chapterFlow03.5354.领导,,讲座都结束了。,The talk is over.,The talk is over.
SAY.chapterFlow03.5355.主角,,不是，领导。,No， not that， Director.,No， not that， Director.
SAY.chapterFlow03.5356.主角,,吴明在咩？,Is Wu Ming here?,Is Wu Ming here?
SAY.chapterFlow03.5357.领导,,哦，找小吴啊，稍等。,Oh， looking for Little Wu， hang on.,Oh， looking for Little Wu， hang on.
SAY.chapterFlow03.5362.吴明,,哦，可以的，表姐夫。,Oh， sure thing， cousin.,Oh， sure thing， cousin.
SAY.chapterFlow03.5363.吴明,,我可以去。,I can go.,I can go.
SAY.chapterFlow03.5366.吴明,,但是我没有划过龙舟。,But I've never rowed a Dragon Boat before.,But I've never rowed a Dragon Boat before.
SAY.chapterFlow03.5367.吴明,,我、我怕我会拖后腿。,I...I don't want to be a burden.,I...I don't want to be a burden.
SAY.chapterFlow03.5368.主角,,不要紧的。,Don't worry about it.,Don't worry about it.
SAY.chapterFlow03.5369.主角,,游龙不是真比赛，没有那么计较成绩。,The Tour isn't a real race， no one's really caring about where you place.,The Tour isn't a real race， no one's really caring about where you place.
SAY.chapterFlow03.5373.主角,,大家就是做做样子。,Everyone's doing it for the sake of doing it.,Everyone's doing it for the sake of doing it.
SAY.chapterFlow03.5374.吴明,,类似一个仪式？,So like a ceremony?,So like a ceremony?
SAY.chapterFlow03.5377.主角,,对，就是个仪式。,Yea， a ceremony.,Yea， a ceremony.
SAY.chapterFlow03.5378.主角,,主要为了讨个好彩头。,It's for good luck.,It's for good luck.
SAY.chapterFlow03.5379.吴明,,哦，好呀。,Oh， okay.,Oh， okay.
SAY.chapterFlow03.5380.吴明,,那算我一个。,Count me in.,Count me in.
SAY.chapterFlow03.5382.主角,,不止端午那天哦，平日也要训练的。,It's not just Duanwu， there's training involved too.,It's not just Duanwu， there's training involved too.
SAY.chapterFlow03.5383.主角,,会耽误你工作咩？,Will it affect your work?,Will it affect your work?
SAY.chapterFlow03.5384.吴明,,不、不会的。,No， it won't.,No， it won't.
SAY.chapterFlow03.5385.吴明,,这阵子是闲、闲时。,Right now it's easy.,Right now it's easy.
SAY.chapterFlow03.5386.吴明,,插完秧，施过肥，不用怎么管了。,After we planted the rice and added fertilizer we just wait.,After we planted the rice and added fertilizer we just wait.
SAY.chapterFlow03.5673.吴明,,只是怕出现倒春寒。,Just afraid of a spring frost.,Just afraid of a spring frost.
SAY.chapterFlow03.5387.主角,,今年天气是有点怪。,The weather is a bit weird.,The weather is a bit weird.
SAY.chapterFlow03.5388.吴明,,对，比较反常。,Yeah， it's not usually like this.,Yeah， it's not usually like this.
SAY.chapterFlow03.5389.吴明,,所以要指导乡亲们做好水肥管理，不能松懈。,So we have to work on telling people to manage their fields properly and don't get too relaxed.,So we have to work on telling people to manage their fields properly and don't get too relaxed.
SAY.chapterFlow03.5391.主角,,他们愿意听咯？,They listen to you?,They listen to you?
SAY.chapterFlow03.5392.主角,,不是不信你们？,Didn't they not trust you?,Didn't they not trust you?
SAY.chapterFlow03.5674.吴明,,是的，之前是不理解。,No， int he past they just didn't understand.,No， int he past they just didn't understand.
SAY.chapterFlow03.5675.吴明,,说农技站就是群骗子，说我们搞、搞鬼搞怪。,They said our agriculture technology station is full of frauds， and making stuff up.,They said our agriculture technology station is full of frauds， and making stuff up.
SAY.chapterFlow03.5676.主角,,那现在想通了？,You got through to them?,You got through to them?
SAY.chapterFlow03.5677.吴明,,他们看到试验田的收成不错，好像没那么多顾虑了。,They saw our testing fields did well， so they weren't so afraid anymore.,They saw our testing fields did well， so they weren't so afraid anymore.
SAY.chapterFlow03.5678.主角,,还有试验田这么牛鬼？,Testing fields?,Testing fields?
SAY.chapterFlow03.5679.吴明,,表姐给我出的主意。,Yeah， Ah Feng gave me that idea.,Yeah， Ah Feng gave me that idea.
SAY.chapterFlow03.5680.吴明,,当时我还打算挨家挨户做思想工作。,At that time I was thinking about going door to door to ask.,At that time I was thinking about going door to door to ask.
SAY.chapterFlow03.5681.吴明,,表姐说，你劝一百句，不如种出一亩地。,She said， “Instead of trying to say 100 words， just plant 1 field.”,She said， “Instead of trying to say 100 words， just plant 1 field.”
SAY.chapterFlow03.5682.吴明,,像样板一样，人家看到心里自然就有谱了。,“Like an example， once everyone sees it they will know.”,“Like an example， once everyone sees it they will know.”
SAY.chapterFlow03.5683.吴明,,后、后来我跟领导说，领导也同意。,Then， then I asked the Director. The Director agreed.,Then， then I asked the Director. The Director agreed.
SAY.chapterFlow03.5684.吴明,,我就找了试验种植户，签了合同。,So I found someone willing to let us run an experiment and signed an agreement.,So I found someone willing to let us run an experiment and signed an agreement.
SAY.chapterFlow03.5685.吴明,,有了试验田，群众可以亲眼看到产量。,Once we had the test field， everyone can see the results.,Once we had the test field， everyone can see the results.
SAY.chapterFlow03.5686.吴明,,新的技术行不行，他们自己心里有数。,If the new technology is good， they will know.,If the new technology is good， they will know.
SAY.chapterFlow03.5687.主角,,也对，用事实说话嘛。,Yeah， use reality to tell the truth.,Yeah， use reality to tell the truth.
SAY.chapterFlow03.5689.主角,,你开了个好头，后面就简单了。,Once you get a good start， the rest is easier.,Once you get a good start， the rest is easier.
SAY.chapterFlow03.5690.吴明,,表、表姐夫。,C，Cousin.,C，Cousin.
SAY.chapterFlow03.5691.吴明,,七月初七，你得空咩？,7th day of the 7th month， are you busy?,7th day of the 7th month， are you busy?
SAY.chapterFlow03.5692.主角,,七月初七？不知道哦。,7th day of the 7th month， not sure.,7th day of the 7th month， not sure.
SAY.chapterFlow03.5693.主角,,还有这么久。,That's still a bit a ways away.,That's still a bit a ways away.
SAY.chapterFlow03.5694.主角,,做什么？,Why， what's up?,Why， what's up?
SAY.chapterFlow03.5695.吴明,,我和小宇结、结婚了。,Xiao Yu and I are get， getting married.,Xiao Yu and I are get， getting married.
SAY.chapterFlow03.5696.吴明,,要回村里请、请酒。,Want to invite， invite everyone.,Want to invite， invite everyone.
SAY.chapterFlow03.5697.主角,,噢，结了嘛？好事呀！,Oh， married? That's great!,Oh， married? That's great!
SAY.chapterFlow03.5698.主角,,也应该了！,Finally.,Finally.
SAY.chapterFlow03.5699.主角,,你们谈蛮久了吧？,Dating for a while yeah?,Dating for a while yeah?
SAY.chapterFlow03.5700.吴明,,两年了。,Two years.,Two years.
SAY.chapterFlow03.5701.主角,,领证了没有？,Did you get the license?,Did you get the license?
SAY.chapterFlow03.5702.吴明,,领了，上个礼拜领的。,Got it， last week.,Got it， last week.
SAY.chapterFlow03.5703.主角,,你爸妈高兴啦。,Your parents must be happy.,Your parents must be happy.
SAY.chapterFlow03.5704.主角,,终于讨老婆了。,Finally married.,Finally married.
SAY.chapterFlow03.5705.吴明,,得空就来吃、吃酒吧。,If you're free come， come join.,If you're free come， come join.
SAY.chapterFlow03.5706.主角,,行，一定到。,Of course， definitely.,Of course， definitely.
SAY.chapterFlow03.5707.主角,,我带地主妹去可以咩？,Can I bring the kid?,Can I bring the kid?
SAY.chapterFlow03.5708.吴明,,当然可以。,Of course.,Of course.
SAY.chapterFlow03.5709.吴明,,要是表姐也在就好了。,If Ah Feng was here too that'd be great.,If Ah Feng was here too that'd be great.
SAY.chapterFlow03.5710.吴明,,全靠她介绍，我才认识小宇。,All thanks to her， I met Xiao Yu.,All thanks to her， I met Xiao Yu.
SAY.chapterFlow03.5712.主角,,……,……,……
SAY.chapterFlow03.5716.吴明,,……,……,……
SAY.chapterFlow03.5717.吴明,,对、对、对不起！,So， so， sorry!,So， so， sorry!
SAY.chapterFlow03.5718.吴明,,对不起，表姐夫！,Sorry， Cousin!,Sorry， Cousin!
SAY.chapterFlow03.5719.吴明,,我乱、乱讲话。,I just， just rambled.,I just， just rambled.
SAY.chapterFlow03.5720.主角,,没有，我也觉得是。,No， I feel the same.,No， I feel the same.
SAY.chapterFlow03.5721.主角,,我也觉得她在就好了。,It'd be great if she was here.,It'd be great if she was here.
SAY.chapterFlow03.5723.吴明,,……,……,……
SAY.chapterFlow03.5725.主角,,我遇到事就会想起她，不管是好事还是坏事。,Whenever I run into a situation I think of her， good or bad.,Whenever I run into a situation I think of her， good or bad.
SAY.chapterFlow03.5726.主角,,我都在想，要是她在，她会哪样。,I always think what'd she do if she were here.,I always think what'd she do if she were here.
SAY.chapterFlow03.5727.主角,,要是她在，我们一起做这件事，又会怎样？,If she was here， what'd we do together?,If she was here， what'd we do together?
SAY.chapterFlow03.5481.UI旁白1,,去接荔荔放学吧。,Time to go pick up Lili.,Time to go pick up Lili.
SAY.chapterFlow03.5732.主角,,（快五点了。）,(It's almost 5.),(It's almost 5.)
SAY.chapterFlow03.5735.主角,,（去接荔荔放学吧。）,(Time to pick up Lili.),(Time to pick up Lili.)
SAY.chapterFlow03.5815.陈老师,,真好！,Great!,Great!
SAY.chapterFlow03.5816.陈老师,,今天茁荔才刚跟我说了龙头和龙舟的事情。,Today Zhuoli told me about the Dragon Boat and Dragon Head.,Today Zhuoli told me about the Dragon Boat and Dragon Head.
SAY.chapterFlow03.5817.陈老师,,想不到这么快有进展！,Didn't expect to have so much interest!,Didn't expect to have so much interest!
SAY.chapterFlow03.5818.陈老师,,她知道了会很高兴吧！,She'll be happy if she finds out.,She'll be happy if she finds out.
SAY.chapterFlow03.5819.主角,,我不打算告诉她。,I don't plan on telling her.,I don't plan on telling her.
SAY.chapterFlow03.5820.陈老师,,为什么？,Why not?,Why not?
SAY.chapterFlow03.5821.主角,,还不一定能成呢。,It might not happen.,It might not happen.
SAY.chapterFlow03.5822.主角,,这种东西，又没得钱，又费时间。,This kind of thing， there's no money to be made， and it takes time.,This kind of thing， there's no money to be made， and it takes time.
SAY.chapterFlow03.5823.主角,,人家肯来，是看在过去的情分。,People are willing to come because of our connections in the past.,People are willing to come because of our connections in the past.
SAY.chapterFlow03.5824.主角,,我的朋友不多，其他人不可能跟我讲感情的。,I don't have many friends， people probably won't be willing to come.,I don't have many friends， people probably won't be willing to come.
SAY.chapterFlow03.5825.主角,,万一最后没够人，她又要失望了。,If there's not enough people in the end， she'll get disappointed.,If there's not enough people in the end， she'll get disappointed.
SAY.chapterFlow03.5826.陈老师,,乐观点！覃师傅！,Be optimistic， Mister Qin!,Be optimistic， Mister Qin!
SAY.chapterFlow03.5827.陈老师,,还有时间！还有方法！,There's time still! There's still options!,There's time still! There's still options!
SAY.chapterFlow03.5828.主角,,但愿吧。,Hopefully,Hopefully
SAY.chapterFlow03.5829.陈老师,,咦？,Huh?,Huh?
SAY.chapterFlow03.5830.陈老师,,女的能参加游龙吗？,Can women join?,Can women join?
SAY.chapterFlow03.5831.主角,,能啊。,Yeah.,Yeah.
SAY.chapterFlow03.5832.陈老师,,那算我一个呗！,Then count me in!,Then count me in!
SAY.chapterFlow03.5833.主角,,……你？,...You?,...You?
SAY.chapterFlow03.5834.陈老师,,我运动是不怎样。,I'm not an athlete.,I'm not an athlete.
